"chain"	"Abundance"	"Richness"	"CPK"	"Entropy"	"Clonality"
"IGH"	155	5	32.258064516129	0.82060859021157	0.490127215301839
"IGK"	741	62	83.6707152496626	2.83659466514986	0.312696316497854
"IGL"	457	51	111.597374179431	3.40534505015951	0.13390232216377
"TRA"	1	1	1000	0	NA
"TRB"	9	7	777.777777777778	1.83102048111352	0.0590416099107005
"TRG"	3	2	666.666666666667	0.636514168294813	0.0817041659455106
"TRD"	0	0	NA	0	1
