"chain"	"Abundance"	"Richness"	"CPK"	"Entropy"	"Clonality"
"IGH"	7	2	285.714285714286	0.598269588585257	0.136879431433369
"IGK"	16	6	375	1.54811552687402	0.135980273322628
"IGL"	4	2	500	0.562335144618808	0.188721875540867
"TRA"	7	5	714.285714285714	1.5498260458782	0.0370389352054856
"TRB"	25	6	240	0.92565042625691	0.483384660634327
"TRG"	0	0	NA	0	1
"TRD"	0	0	NA	0	1
