"chain"	"Abundance"	"Richness"	"CPK"	"Entropy"	"Clonality"
"IGH"	113	11	97.3451327433628	2.07893538466238	0.133016604917762
"IGK"	692	61	88.150289017341	2.97245847599688	0.276927832327291
"IGL"	319	38	119.122257053292	3.03024934766082	0.166961491878793
"TRA"	8	5	625	1.55958115625988	0.0309777443348656
"TRB"	20	13	650	2.35926623408925	0.0801899354363244
"TRG"	1	1	1000	0	NA
"TRD"	0	0	NA	0	1
