"chain"	"Abundance"	"Richness"	"CPK"	"Entropy"	"Clonality"
"IGH"	11	1	90.9090909090909	0	NA
"IGK"	17	3	176.470588235294	1.00273995439735	0.0872667594015304
"IGL"	0	0	NA	0	1
"TRA"	1	1	1000	0	NA
"TRB"	4	3	750	1.03972077083992	0.053605369642814
"TRG"	0	0	NA	0	1
"TRD"	0	0	NA	0	1
