"chain"	"Abundance"	"Richness"	"CPK"	"Entropy"	"Clonality"
"IGH"	0	0	NA	0	1
"IGK"	13	5	384.615384615385	1.30387552933639	0.189856583305898
"IGL"	2	2	1000	0.693147180559945	0
"TRA"	0	0	NA	0	1
"TRB"	0	0	NA	0	1
"TRG"	0	0	NA	0	1
"TRD"	0	0	NA	0	1
