#chain	Abundance	Richness	CPK	Entropy	Clonality
IGH	11	1	90.9090909090909	0.0	NA
IGHM	0	0	NA	NA	NA
IGHD	0	0	NA	NA	NA
IGHG3	0	0	NA	NA	NA
IGHG1	11	1	90.9090909090909	0.0	NA
IGHA1	0	0	NA	NA	NA
IGHG2	0	0	NA	NA	NA
IGHG4	0	0	NA	NA	NA
IGHE	0	0	NA	NA	NA
IGHA2	0	0	NA	NA	NA
IGK	17	5	294.11764705882354	1.4520440731936837	0.09779429080453028
IGL	1	1	1000.0	0.0	NA
TRA	1	1	1000.0	0.0	NA
TRB	4	3	750.0	1.0397207708399179	0.05360536964281404
TRG	0	0	NA	NA	NA
TRD	0	0	NA	NA	NA
