#chain	Abundance	Richness	CPK	Entropy	Clonality
IGH	1	1	1000.0	0.0	NA
IGHM	1	1	1000.0	0.0	NA
IGHD	0	0	NA	NA	NA
IGHG3	0	0	NA	NA	NA
IGHG1	0	0	NA	NA	NA
IGHA1	0	0	NA	NA	NA
IGHG2	0	0	NA	NA	NA
IGHG4	0	0	NA	NA	NA
IGHE	0	0	NA	NA	NA
IGHA2	0	0	NA	NA	NA
IGK	15	12	800.0	2.395908119293929	0.03581564341729471
IGL	16	10	625.0	2.133381930264545	0.07348399989400023
TRA	0	0	NA	NA	NA
TRB	1	1	1000.0	0.0	NA
TRG	0	0	NA	NA	NA
TRD	0	0	NA	NA	NA
