"chain"	"Abundance"	"Richness"	"CPK"	"Entropy"	"Clonality"
"IGH"	0	0	NA	0	1
"IGK"	16	9	562.5	2.10067892127926	0.0439398216517334
"IGL"	9	3	333.333333333333	0.683738905848754	0.377634027125551
"TRA"	0	0	NA	0	1
"TRB"	5	3	600	0.950270539233235	0.135026479282073
"TRG"	0	0	NA	0	1
"TRD"	0	0	NA	0	1
