"chain"	"Abundance"	"Richness"	"CPK"	"Entropy"	"Clonality"
"IGH"	4202	79	18.8005711565921	2.94043190938803	0.3270472589053
"IGK"	5386	182	33.7913108057928	3.4154238635415	0.343693413764613
"IGL"	9250	166	17.9459459459459	2.46064902506832	0.5186512317825
"TRA"	23	14	608.695652173913	2.48725769859315	0.0575203991662581
"TRB"	162	36	222.222222222222	2.85091298263458	0.204437584509366
"TRG"	6	4	666.666666666667	1.32966134885476	0.0408520829727553
"TRD"	0	0	NA	0	1
