"chain"	"Abundance"	"Richness"	"CPK"	"Entropy"	"Clonality"
"IGH"	11	1	90.9090909090909	0	NA
"IGK"	17	6	352.941176470588	1.59922125658727	0.107457622492007
"IGL"	1	1	1000	0	NA
"TRA"	1	1	1000	0	NA
"TRB"	4	3	750	1.03972077083992	0.053605369642814
"TRG"	0	0	NA	0	1
"TRD"	0	0	NA	0	1
