"chain"	"Abundance"	"Richness"	"CPK"	"Entropy"	"Clonality"
"IGH"	0	0	NA	0	1
"IGK"	2	1	500	0	NA
"IGL"	3	1	333.333333333333	0	NA
"TRA"	2	2	1000	0.693147180559945	0
"TRB"	0	0	NA	0	1
"TRG"	0	0	NA	0	1
"TRD"	0	0	NA	0	1
