"chain"	"Abundance"	"Richness"	"CPK"	"Entropy"	"Clonality"
"IGH"	0	0	NA	0	1
"IGK"	18	6	333.333333333333	1.35103941583702	0.245970545131772
"IGL"	16	6	375	1.5808185358593	0.11772837648774
"TRA"	0	0	NA	0	1
"TRB"	1	1	1000	0	NA
"TRG"	0	0	NA	0	1
"TRD"	0	0	NA	0	1
