"chain"	"Abundance"	"Richness"	"CPK"	"Entropy"	"Clonality"
"IGH"	1	1	1000	0	NA
"IGK"	15	13	866.666666666667	2.52321095295289	0.0162726037405871
"IGL"	16	10	625	2.13338193026454	0.0734839998940002
"TRA"	0	0	NA	0	1
"TRB"	1	1	1000	0	NA
"TRG"	0	0	NA	0	1
"TRD"	0	0	NA	0	1
